Serial number,Urdu word,Roman Urdu Words,English meaning of the word
11009,محفلیں,mhflin,The gatherings
11010,مدھم,maddham,"slow, sluggish"
11011,مدیران,mdiran,Managers
11012,مرتا,marnā,"to die, to be dead"
11013,مردم,mardum,"man, people, civil, humane"
11014,مصافحہ,musaafaha,"taking by the band, joining or shaking hands, especially on concluding a bargain, joining hands, shaking hands"
11015,مصطفٰی,mustafaa,"chosen, select, a title of Prophet Mohammad"
11016,مطعون,mat'uun,"accursed, damned, reproached, abused, blamed, reprehended"
11017,مظبوط,mzbwt,strong
11018,معمار,me'mār,architect
11019,مقبرے,maqbare,"tomb, a mausoleum, sepulchre, grave, tomb dome"
11020,مقدسہ,muqaddasa,a female saint (chiefly used by Urdu-speaking Christians for their female saints)
11021,مقصدیت,maqsadiyyat,"purposefulness, didacticism, idea that a work should have a didactic or moral purpose"
11022,ملازمتیں,mulāzamat,"employment, job, service, duty"
11023,مناجات,munaajaat,"secret conversation, whispering"
11024,مندوب,manduub,"mendoub, delegate, representative"
11025,منسوخی,mansuuKHii,"cancellation, abolition, abrogation, annulment"
11026,منظومات,manzuumaat,"poems, poetic compositions, collection of 'Nazm' as opposed to the collection of 'Ghazal'"
11027,منگنی,maṅgnī,engagement; betrothal (for marriage)
11028,مونچھیں,mū̃chẽ,direct plural of مُون٘چھ (mū̃ch)
11029,مکھ,mukh,mouth
11030,میکانکی,mikanki,Mechanical
11031,ناشکری,naa-shukrii,feminine of 'nashukraa' unthankful
11032,ناٹک,naaTak,"dramatic performance, play, drama, pantomime, comedy, theatre"
11033,نمایندگی,numaayandagii,"representation, the action of speaking or acting on behalf of someone or the state of being so represented"
11034,نوائی,nway'i,Nawai
11035,نگارش,nigaarish,"writing, description, literary writing, poetry"
11036,وتحقیق,wthqiq,Research
11037,وحرمت,whrmt,And it was forbidden
11038,وطیرہ,vatiira,"custom, mode, manner"
11041,ٹریکٹر,ṭraikṭar,tractor
11042,ٹوکری,ṭokrī,basket
11043,ٹک,ṭuk,big saw
11044,ٹھیکے,Theke,"contract, hire, lease"
11045,پرامید,pur-umiid,hopeful
11047,پریشانیوں,prishaniwn,problems
11048,پلڑے,plrrye,Folded
11049,پکڑنا,pakaṛnā,to hold
11050,پھولنے,phwlnye,to bloom
11052,چاٹ,cāṭ,chaat
11053,چت,chit,"heart, mind, attention"
11054,چڑھی,caṛhnā,to climb
11055,چکنائی,tchknay'i,Grease
11056,چھتوں,chatõ,oblique plural of چَھت (chat)
11057,چیر,cīrnā,"to tear, rip"
11059,کراں,karaa.n,"shore, coast"
11064,کوٹھے,koThe,"terraces, houses of Courtesans"
11065,کھوکھلا,khokhlaa,"hollow, empty, excavated, blank (shell)"
11070,گرامر,grāmar,"grammar,"
11071,گرائے,gray'ye,dropped
11074,گڑھے,ga.Dhe,potholes
11075,گھومتا,ghuumtaa,"going round, moving, revolving"
11076,گیروں,maahii-giiro.n,fishermen
11077,ھمیں,hmin,Me
11078,ہجو,hajv,"dispraise, reproach"
11079,ہرایک,har ek,"everyone, everybody"
11081,ہیچ,hech,"insignificant, worthless, a mere trifle, nothing"
11082,یقیناًاس,iqinanas,Of course it is
11084,ابد,abad,eternity
11085,ابر,abr,cloud
11086,ابصار,absār,eyes vision
11087,اتریں,utarnā,"to get down, to get off"
11088,اجراء,ajra',procedure
11089,احتسابی,ehtisaabii,"superintendent or clerk of the markets, whose business it is to inspect and regulate the weights, measures, qualities, and prices of grain and other market commodities"
11090,احقر,aehqar,humble
11091,احمقانہ,ahmaqāna,"moronic, stupid"
11092,اساطیر,asātīr,"plural of اُسطُورَہ (ustūra, “myth”)"
11093,استفادے,astfadye,Uses
11094,استناد,istinaad,"seeking or presenting reliable evidence, bringing proof, testimony or authority"
11095,استور,astor,"Astore (a city in Astore district, Gilgit-Baltistan, Pakistan)"
11097,اصطلاحوں,astlahwn,terms
11098,اعزہ,a'izza,"relatives, dear ones"
11099,افلاک,aflaak,"skies, firmament, heavens"
11100,الاضحی,aladhi,Al-Adha
11101,الامکان,hattal-imkaan,"to the extent of or to the best of one's power or ability or means, as far as lies in (one's) power, to one's utmost"
11102,البدایہ,albdaih,The beginning
11103,الثانی,rabii'ussaanii,the fourth month of the Islamic calendar
11104,الدلالۃ,aldlala,Al-Dalala
11105,الذین,althin,Those who
11106,الرائے,alray'ye,Al Roy
11107,السرخسی,alsrkhsi,Al-Sarkhsi
11108,الشيخ,alshykh,Sheikh
11109,الفتاویٰ,alftawia,Al-Fatawa
11110,المثل,fil-misl,"as an example, allegorically, with adage, proverb"
11111,الٹنے,alttnye,to overturn
11112,انخلا,inKHilaa,"vacating, evacuation, emptying"
11113,انویسٹی,anwistti,Investment
11114,اوست,uustaa,ostentatious
11116,اون,uun,"wool, sheep's wool"
11120,آفر,aafiriin,"praise, applause, bravo"
11121,آمدہ,amaddahmdh,The arrival
11122,آموز,amaddahmwz,the learner
11123,اکتیس,iktīs,thirty-one
11124,اگلوں,aglwn,next
11125,باندھنے,bāndhnā,to tie; fasten
11126,بجاتے,bjatye,playing
11127,برکتوں,barkatõ,oblique plural of برکت (“blessing”)
11128,بلائے,blay'ye,called
11129,بلک,bilak,cry
11130,بوسنیا,bosniyā,"Bosnia (a geographic region of Bosnia and Herzegovina, consisting of the northern three fourths of the country)"
11131,بولتی,bolnā,to speak
11133,بچاتے,bacānā,"to save, rescue"
11134,بڑھائیں,brrhay'in,increase
11135,بگڑے,big.De,spoiled
11136,بھابھی,bhābhī,"alternative form of بھابی (bhābī, “sister-in-law (brother's (or friend's) wife)”)"
11137,بھجوائے,bhjway'ye,Send it
11138,بیٹھک,baiṭhak,meeting
11139,بیگانگی,begaanagii,"estrangement, alienation, indifference, strangeness"
11140,تالاب,taalaab,"a tank, a pond, a pool"
11141,تایا,tāyā,paternal uncle (father's elder brother)
11142,تذکرۂ,tazkira,"collection of biographical notes (on poets, etc.), discussion, rumour, fame, to have a dialogue"
11143,ترجمۂ,tarjama,translation; interpretation
11144,ترجیحی,tarjiihii,preferential
11145,توجہی,twjhi,Attentive
11146,ثلاثہ,solaasa,"all the three, trilateral"
11149,جمی,jamii,a twin-sister
11151,جکڑے,jkrrye,tied up
11152,جھلکیاں,jhlkian,Highlights
11153,جھول,jhol,"(of flesh) flaccidity, flabbiness, a wash of golden colour, gilding, bagginess, looseness, sagging or wrinkling of ill-fitting clothes, brood (of a bird), hatch, defect, flaw, weakness, litter, farrow (of dogs or pigs), offspring, lineage, soup, curry, gravy, broth"
11156,حادثاتی,haadisaatii,"without intention, accidental"
11157,حلوہ,halvah,dessert
11158,خدانے,khdanye,God
11159,داعیات,da'iat,preaching
11160,دانیال,daaniyaal,"livelihood, grain, ration"
11161,دبیر,dabiir,"a writer, a secretary, notary"
11162,درجوں,darja,"level, extent, rate"
11163,دریافتوں,driaftwn,Discoveries
11164,دلیری,dilerii,"bravery, boldness, courage, valor, masculinity"
11165,دوہرا,dwhra,double
11166,دھرناپارٹی,,
11168,رومانیہ,,Romania (a country in Southeast Europe)
11171,زرخیز,zarKHez,"fertile, productive, fertile, rich (soil)"
11172,ساتواں,sātvā̃,seventh
11173,سادی,saadii,"simple, unassuming"
11174,سانسیں,sā̃sẽ,"direct plural of سان٘س (sā̃s, “breath”)"
11175,سائنسداں,say'nsdan,The scientist
11176,سبزہ,sabbza,"a kind of earring, cannabis, hemp plant, emerald, a green precious stone, verdure, herbage, greenery, green grass, incipient beard, iron-grey horse"
11177,ستہ,satta,"power, governance, rule, the action or manner of governing"
11178,سجائے,sjay'ye,decorate
11179,سرطان,sartaan,"cancer (disease), the fourth sign of the zodiac"
11180,سزاوار,sazaa-vaar,"liable, suitable, deserving"
11181,سقم,asqām,defects
11182,سلطنتوں,sltntwn,Kingdoms
11184,سم,sam,"tune of music, technical term used in classical music"
11185,سماجیات,samaajiyaat,Sociology
11186,سمجھوتے,samjhauta,"compromise, agreement, deal"
11187,سندر,sundar,beautiful
11188,سنین,snin,ages
11189,سویڈن,svīḍan,Sweden (a country in Scandinavia in Northern Europe)
11190,سگے,sage,"blood kin, one's own"
11194,شائبہ,shay'bh,Doubt
11195,شرر,sharar,"spark , flash, gleam"
11196,شعاعیں,sh'a'in,Rays
11197,شعلوں,śu'lõ,"oblique plural of شُعْلَہ (śu'la, “flame”)"
11199,شوخ,shoKH,"playful, naughty, sprightly, cheerful, gay, brisk, spirited"
11200,شہادتیں,śahādat,martyrdom
11203,ضابطۂ,zābitah,"rule, canon, law, ordinance, regulation"
11204,عارضہ,'aariza,"sickness, disease, disorder, illness, affection"
11206,عقلیت,'aqliyyat,rationalism
11207,علیہا,'alaihaa,on her
11208,عملداری,'amal-daarii,"government, territory under control, authority, sway"
11209,عہدیداران,'hdidaran,Officials
11210,غاصب,Gaasib,"usurper, unlawful user, supplanter"
11211,غفیر,ġafīr,numerous
11212,فرامین,faraamiin,"orders, commands, sayings, addresses"
11214,فرمانا,farmānā,"to bequest, request; to utter, say graciously"
11215,فریقی,friqi,Partisan
11216,فشاں,fishaa.n,"diffusing, strewing, spreading, throwing, scattering"
11217,فضاء,fda',space
11218,فہد,fahd,"the cheeta or hunting-panther, the ounce, the panther"
11219,فہرستیں,fehristẽ,direct plural of فہرست
11220,قذف,qazf,"stoning, the act of pelting with stones, act of abusing, blaming"
11221,قسموں,qismõ,oblique plural of قِسْم (qism)
11222,لازمہ,laazima,"binding, essential"
11223,لرزہ,larza,"shaking, shivering, quivering, quake, earthquake, tremor"
11224,لطفہ,ltfh,pleasure
11225,لوط,lūṭ,"Lut, Lot"
11226,لڑکپن,la.Dak-pan,"boyhood, childhood, young age, tender age"
11227,لہجوں,lahjõ,oblique plural of لَہْجَہ (lahja)
11228,متحقق,mutahaqqaq,"verified, proved, established, true, certain"
11229,متعہ,mut'a,"profits, benefits,"
11230,مجسموں,mjsmwn,Statues
11231,مجلات,mjlat,Magazines
11232,مخدوش,maKHduush,"fearful, risky, doubtful, alarming"
11233,مرعوبیت,mr'wbit,Abundance
11234,مستشرق,mustashriq,"depth, vivid, illuminated, a non-Asian person who has full knowledge of Asian languages or disciplines and has done a lot of research and research on these subjects"
11235,مسخر,musaKHKHar,"conquered, won, won over, made subservient, subdued, overcome"
11236,مشکوٰۃ,mishkaat,"lamp-stand, lantern, glass-shade of lamp, glass-chimney, chandelier"
11237,معدنی,maa'danii,mineral
11238,مغز,maGz,the brain
11239,مغلیہ,muGliyya,"related to Mogul, of the Mogul, related to Mogul time or rule"
11240,مقا,maqaam,"status, dignity, position, place, location,occasion, opportunity, situation, encampment, halt"
11241,ملزموں,mlzmwn,The accused
11242,ملزوم,malzuum,"necessitated, connected, inseparable, affixed, belonging to"
11243,ملکیوں,mlkiwn,Countrymen
11244,ممتا,mamtaa,"egoism, the sense of 'meum', the interest, or affection, entertained for objects from the considering them as belonging to or connected with one's self, mother's love, maternal affection, motherly love, love, affection"
11245,ممدوح,mamduuh,"praised, celebrated"
11246,موذن,mwthn,Muezzin
11247,موہوم,mauhuum,"fancied, imagined, supposed, imaginary, unreal, thought, surmised, thought, fancied, imagined, supposed, surmised, imaginary, ideal"
11248,مکتوم,maktuum,"hidden, concealed"
11249,مہاجروں,mhajrwn,Migrants
11250,مہمات,muhimmaat,"necessary things, important affairs, matters of great-consequence, expeditions, enterprizes, endeavours"
11252,نافع,naafe',"beneficial, useful, advantageous, profitable, good, wholesome, salutary"
11253,نبض,nabz,"pulse, heartbeat"
11254,نخواستہ,nkhwasth,Request
11255,نس,nas,vein
11256,نظامت,nizāmat,"department, management"
11257,نفاق,nafāq,schism
11258,ننکانہ,nnkanh,Nankana
11259,نوافل,navaafil,voluntary religious acts or prayers
11261,واعظ,vaa'iz,"preacher, homilist, adviser, admonisher, exhorter"
11262,واپڈا,wapdda,Wapda
11266,پرعمل,pr'ml,The process
11267,پروازیں,parvāz,flight (a trip on a plane)
11268,پسپائی,pspay'i,retreat
11270,پنجم,pnjm,the fifth
11271,پنجے,panje,"claws, paws, clutches"
11272,پونجی,puu.njii,"stock-in-trade, fund, capital, principal"
11273,پھراس,pharaas,a species of fir (called so because of whizzing of its branches in the wind)
11274,پہلوں,phlwn,Aspects
11275,پید,pid,The child
11276,پینسٹھ,paiñsaṭh,sixty-five
11277,چاچے,tchatchye,uncle
11278,چوم,cūm,kiss
11279,چوپایوں,tchwpaiwn,Cows
11280,چھاڑ,chhaa.D,alluvium
11281,چھٹیاں,chuṭṭiyā̃,direct plural of چُھٹّی (chuṭṭī)
11282,ڈھانپنا,ḍhā̃pnā,to conceal
11283,ڈھونڈنا,ḍhūnḍnā,to seek
11285,کارپٹ,karptt,The carpet
11286,کاغذی,kaaGazii,"made of paper, delicate, thin, thin-shelled, documentary"
11288,کاکہناہے,kakhnahye,It is said
11289,کرۂ,kurah,ball
11291,کلیتاً,klitan,Totally
11292,کمانا,kamānā,to earn
11293,کمسن,kamsin,of tender age
11297,کوٹھی,koṭhī,"mansion, villa"
11298,کوٹے,kwttye,Quotas
11299,کٹر,kaTTar,"callous, unkind, cruel"
11300,کپتانی,kaptaanii,"captaincy, office of a captain"
11301,کچرے,ktchrye,Garbage
11302,کھلونے,khilaune,"inflection of کِھلَونا (khilaunā, “toy”):; oblique/vocative singular"
11303,کہف,kahf,"cave, cavern, grotto"
11304,کہنہ,kohna,"old, ancient, obsolete"
11306,گالیوں,gālī,abuse
11307,گجراتی,gujrātī,"Gujarati (of, from or relating to the state of Gujarat, India)"
11308,گرتا,girtaa,"fall, drop, sink, to be spit, falling"
11309,گرجا,girjā,church
11310,گند,gãnd,stink
11311,گوشوں,gwshwn,the corners
11312,ہزیمت,haziimat,"rout, defeat"
11313,ہمزہ,hamza,"fear, doubt, suspicion"
11314,ہواؤں,hwaw'n,the winds
11315,ہورہاہے,hwrhahye,happening
11316,ہویا,hoyaa,happened
11318,یاجوج,yaajuuj,"Gog, evil forces opposed to the people of God according to Quranic prophecy, the Biblical references to Gog and Magog are relatively few, they assumed an important place in apocalyptic literature and medieval legend"
11319,ابتداے,ibtidaa-e-'aalam,"origin of world, universe"
11320,ابھارنے,abharnye,to raise
11321,اتارنا,utārnā,"abase, ingest, lessen, shed, take down, landing, unfix, unload"
11322,ازبکستان,uzbakistān,Uzbekistan (a country in Central Asia)
11323,ازراہ,az-raah,by the way of
11324,استشہاد,istish.haad,"evidence, proof, producing evidence, citing witnesses, bringing testimony or proof"
11325,استغفار,istiGfaar,"seeking forgiveness, mercy or pardon"
11326,اشتباہ,iśtibāh,doubt
11327,اعترافی,a'trafi,Confessional
11328,البر,al-bar,"the Beneficent one, one of the ninety-nine names of Allah"
11329,التجا,iltijaa,"supplication, solicitation, petition, appeal, request"
11330,الحقائق,alhqay'q,Facts
11332,الفضل,alfdl,Credit
11333,المحاورات,almhawrat,Dialogues
11334,الوہی,uluuhii,"divine, celestial"
11335,امرتسر,amritsar,"Amritsar (a city in Punjab, India)"
11336,امنگ,uma.ng,"enthusiasm, passion, ambition, desire, yearning, longing"
11337,اناج,anaaj,"grain, cereal, food, corn"
11340,انڈوں,anḍõ,"oblique plural of اَنْڈا (anḍā, “egg”)"
11341,اوزاعی,awza'i,Uzai
11342,اونس,huu.ns,casting an evil eye
11343,آزمانے,amaddahzmanye,to try
11345,اکڑ,akaṛ,verbal noun of اَکَڑْنا (akaṛnā); stiffness (state of being stiff; tightness)
11347,باباجی,baabaa-jii,"father, elder respected figure, venerable person, teacher, dervish, fakir (in honor)"
11348,بابل,baabul,a traditional song sung when the bride is about to leave her parents' home
11350,بانے,baa-na.e,with new
11351,برجستہ,barjasta,"apt, ready, extempore, off the cuff, proper, right, impromptu, apposite"
11352,بریانی,biryānī,biryani
11353,بشریٰ,bushraa,"face, visage, countenance, good news"
11354,بق,baq,mosquito
11355,بلوائیوں,blway'iwn,The riots
11356,بلکے,blkye,Rather
11357,بلگرامی,blgrami,Bilgrami
11359,بپا,bapaa,"in progress, going on, afoot"
11360,بڑھاتا,brrhata,would increase
11361,بھاگے,bhāgnā,to run
11362,بھجن,bhajan,"devotional song, hymn, bhajan"
11363,بھروسے,bharose,"dependence, faith, belief, trust, confidence, reliance dependence"
